EmploymentQuestions		16195.523590045475
	work	384.4755647456717
	employer	359.05006013356905
	job	230.04423752599322
	employee	180.79670395816453
	time	148.8958280465281
	hours	142.79217528172785
	your	114.96786161162905
	fired	112.6433891651246
	after	107.30748591180395
	without	97.78455335434711
	been	95.81852903763152
	off	90.44652167920003
	one	88.62840868440856
	paid	88.33949502471
	day	87.87076457535977
	had	84.71808047940816
	any	84.09140085465373
	days	83.68307758427153
	because	81.14101275862416
	employees	80.61309443537203


TradeSecretQuestions		274.82613080994133
	protect	9.798491398965146
	processes	7.999821300003983
	services	7.70205186049251
	secret	6.997228825625871
	employees	6.840055482735997
	these	5.945742602749634
	way	5.583783789446367
	startup	5.527863965007853
	their	5.366688463099626
	business	5.265334890415933
	prevent	4.991659126748334
	offer	4.840796211768047
	marketing	4.648656097266649
	want	4.336309317034214
	patent	4.080996070463193
	equity	3.972789934105929
	former	3.954437385934965
	agreement	3.886883513893356
	trade	3.864126680821138
	working	3.6349293076190587


CorporateQuestions		3814.1946626246827
	business	120.853355720603
	llc	117.42551578343
	need	50.693911031572185
	corporation	42.61147130302235
	name	42.166730244897295
	should	41.64988022910861
	shares	36.673638511507434
	want	33.567648443244465
	would	33.08336007312295
	start	31.57927106398513
	california	30.974163333353072
	incorporate	30.580216989760892
	which	29.724938139282727
	best	28.182770337128062
	just	27.35580320906787
	state	27.33878534761578
	all	26.120818001833086
	way	25.41321812490851
	new	24.745921660033012
	corp	23.843938083994374


CommercialQuestions		4409.495198487232
	business	86.86601697599895
	llc	41.821767401438116
	small	31.655505614579322
	any	31.490638371992695
	work	31.23242820601382
	name	29.712041414704558
	state	29.35231277427708
	need	28.458405852987074
	new	27.031793499255734
	would	25.938274158932767
	account	24.385943076630465
	against	23.088598729650553
	own	22.67585433137099
	sue	22.146020125214683
	want	21.97275573360322
	about	21.795448311299857
	all	20.794316381739414
	person	20.746601172966592
	other	19.694535635989343
	property	19.68584450287741


ContractQuestions		6129.347560476559
	contract	260.9887484387517
