EmploymentQuestions		16195.436621954637
	work	384.47224452180706
	employer	359.0494107237824
	job	230.04430553105453
	employee	180.79756811756064
	time	148.89441277252752
	hours	142.79222374029365
	your	114.96826608904905
	fired	112.64337715950045
	after	107.30870857977507
	without	97.78204897551265
	been	95.8184247206004
	off	90.44625412454182
	one	88.62743326505147
	paid	88.339802299332
	day	87.87075903971692
	had	84.72267998467314
	any	84.08899169070222
	days	83.6830743282253
	because	81.1406405242987
	employees	80.59717325690433


TradeSecretQuestions		274.82348760771407
	protect	9.79769878687412
	processes	7.999821256799446
	services	7.7020447756278445
	secret	6.997227413701461
	employees	6.839707106060563
	these	5.94578546971197
	way	5.584120604203014
	startup	5.529762388364854
	their	5.365737808271162
	business	5.264740766419011
	prevent	4.991656895625688
	offer	4.840919959754028
	marketing	4.648536294107266
	want	4.336077180514314
	patent	4.081002953229877
	equity	3.9726134127072985
	former	3.954445327771583
	agreement	3.88767513754563
	trade	3.864250269596599
	working	3.6335260796395294


CorporateQuestions		3812.036769098634
	business	120.87378973773633
	llc	116.44366032776169
	need	50.436607665864805
	corporation	42.622551188681015
	name	42.16903521236506
	should	41.65065755793657
	shares	36.65451766340901
	want	33.438842800407045
	would	33.07602952032635
	start	31.594240141200913
	california	30.97198238135058
	incorporate	30.58417849023293
	which	29.727171614689468
	best	28.184405281345708
	just	27.36361761293781
	state	27.316890147725772
	all	26.12684679148998
	way	25.435019587687062
	new	24.71006866900815
	corp	23.844068500740782


CommercialQuestions		4408.777039798095
	business	86.83722491518326
	llc	41.82890245603555
	small	31.65311779425138
	any	31.506943607033307
	work	31.18697499580588
	name	29.714867332790725
	state	29.354347004061076
	need	28.425699525122745
	new	27.03647652106702
	would	25.942088678026153
	account	24.388040273680847
	against	23.089326093107648
	own	22.67608497496665
	sue	22.145978767056455
	want	21.971621901542804
	about	21.801319889430985
	all	20.793588236710715
	person	20.74771738291122
	other	19.69554748198152
	property	19.68808748538433


ContractQuestions		6130.0815564891345
	contract	261.0020343073895
	agreement	94.36134618865992
	signed	78.46919110870954
	business	76.5772873774142
	lease	73.06488267046035
	any	52.11741706436294
	after	50.06392411404089
	now	49.19713736551111
	them	46.05772618445101
	would	44.53875412211058
	our	44.280171901509036
	money	38.83166364472573
	which	38.78164375673799
	need	37.29879875131752
	one	36.42443777044358
	sign	36.29374193276743
	their	35.62752615248005
	without	34.640147455599234
	had	34.18806022329264
	days	34.043021222487084


LitigationLawQuestions		492.06403219080744
	court	16.926583012810546
	file	11.353566097858177
	suit	10.962759499070541
	against	8.013988410016829
	case	7.688933347875382
	state	7.124927089072273
	judge	6.7412267478418695
	been	6.131444241565811
	lawyer	6.0015391253873815
	federal	5.967885212483509
	claims	5.8574187486155935
	small	5.853192609940252
	law	5.6947077178123715
	judgement	5.5370868295471425
	lawsuit	5.1813802125716855
	use	5.000505171214993
	judgment	4.99978120981808
	set	4.993928441556672
	motion	4.9884040733260795
	someone	4.981349950561501


FamilyQuestions		25099.707366432536
	child	652.8811078784595
	support	423.77527094890377
	custody	401.97548973686764
	divorce	382.9625510062493
	father	259.2737055011479
	him	233.02507420437757
	state	229.76230622730458
	court	229.697419183283
	husband	226.83275134667664
	son	217.74184312403122
	been	198.28049908064511
	mother	195.02821782435274
	years	182.10442661540435
	rights	175.2262160791197
	live	167.42001581131044
	daughter	157.89392904771668
	our	156.3762380183952
	children	153.05410784293142
	now	152.37181680123285
	married	149.09754967094491


WillsandTrustsQuestions		6559.296264203517
	trust	104.11032937180012
	attorney	73.24744613352685
	property	66.71512959822815
	home	62.20451928258721
	name	55.232777346440905
	any	47.65255822548613
	power	46.73545803496792
	father	44.86849856617672
	away	44.10549002760817
	person	43.71626882848968
	had	43.483482435374555
	who	43.29851739143153
	money	43.193991831646294
	estate	42.798531052594136
	after	41.10814625917614
	probate	40.80521453869839
	our	39.80607265779231
	their	38.692006734777635
	house	38.08481490595953
	would	38.00021820820714


RealEstateQuestions		16928.367544686524
	landlord	314.24186594441545
	house	289.6328344389136
	rent	262.30049618686525
	lease	246.3106066565698
	property	240.60613551433704
	home	195.78428825109756
	apartment	129.3140535208687
	mortgage	116.4699197217112
	notice	106.7474054045667
	our	106.10762423761403
	tenant	103.52099069896737
	month	96.21987950530378
	name	95.46559854551029
	now	87.78167561539288
	any	85.04597143774467
	move	83.53774170573527
	want	81.07220814111369
	after	80.79470191651328
	live	79.61142345247765
	without	79.42225638577774


CopyrightQuestions		2915.9966325425285
	copyright	140.0032824930968
	use	59.860084544607986
	book	45.77481780625435
	music	41.81737618050754
	copyrighted	41.307609463325505
	website	36.22396506153643
	would	31.93298621814106
	work	28.092176554145244
	need	25.731239917643727
	pictures	24.793451089695495
	permission	24.638207082725422
	like	24.572284713448923
	video	23.97115579998829
	none	23.0
	their	22.56026601151033
	them	21.786203741086396
	make	20.962098046819616
	infringement	20.411918331748783
	want	19.213551232429673
	used	18.694019886039918


TrademarkQuestions		1434.6716747272553
	name	103.56826310452928
	trademark	77.85105781048603
	our	29.284731922979795
	use	25.05486959732875
	logo	24.462741359268023
	using	22.70039137879388
	without	20.390205750023316
	business	18.755275842555477
	their	18.148004072964653
	same	16.966759205892934
	want	15.195173278854725
	domain	14.928892166705575
	product	14.888626627593673
	trademarked	12.902820714243225
	registered	12.73364466213285
	take	11.577211443484032
	app	11.057403887372427
	infringement	10.721931662566123
	mark	10.357003475284067
	under	9.439594226080569


BankruptcyQuestions		800.4926473062721
	bankruptcy	23.761389416997442
	file	14.47810771531087
	debt	13.731322042807642
	house	12.582218340540855
	chapter	9.969473252781095
	loan	9.023659991843724
	one	8.980179720816924
	credit	8.949523376913717
	property	8.708456499762198
	modification	7.930649747986592
	filed	7.705603824016835
	time	7.1595812673000765
	money	7.000604876179851
	account	6.982422454968352
	payments	6.866717285438213
	after	6.736929965850331
	i'm	6.701650532641382
	had	6.635844918326818
	years	6.38554402905209
	need	6.2706535135991555


IntellectualPropertyQuestions		1609.2611720477744
	own	33.628133318208896
	any	32.448483091481954
	rights	30.511221925838882
	would	29.22182485068945
	use	28.063176120848887
	business	26.607481797663144
	software	22.877439018660148
	our	19.208276828720642
	like	17.64594617806965
	website	17.60660880722014
	i'm	16.023830038266222
	developed	14.651392453004156
	idea	13.423458039885357
	about	13.277166150033192
	work	13.177849195445424
	myself	12.918791563532974
	make	12.664493230596346
	property	12.093163549316674
	them	11.982115257840926
	making	11.665662575255705


TaxQuestions		1529.0841018286444
	tax	68.69565996239666
	taxes	44.6886812841917
	money	21.93461173859322
	business	21.44091470497741
	our	18.409716538859513
	irs	17.960928502149173
	income	16.442140504286783
	state	16.239025543577597
	llc	15.887836535619487
	back	12.454994676303858
	services	11.81635397019113
	because	11.719772694948928
	account	10.81659975114662
	take	10.743359862417243
	any	10.210483579157188
	now	9.926056742169662
	years	9.84399909928511
	should	9.75389490384102
	law	9.729364034414578
	about	9.579452343267645


ImmigrationQuestions		6806.163435854454
	visa	133.4900401538272
	card	130.81950720016232
	green	123.95271128276218
	citizen	121.82202438299106
	years	86.45140503904776
	married	82.73743182244436
	i'm	66.9270121547178
	would	65.20635231246244
	immigration	62.99958402419358
	husband	61.76466755541709
	apply	56.990827304211706
	file	51.57743937563282
	resident	51.0
	now	48.46274119116791
	citizenship	48.0
	want	47.40157520953182
	here	47.197865185845984
	back	45.819890994813385
	country	43.97155291245764
	work	43.96883353292278


TechnologyQuestions		232.68659530872176
	agreement	12.229508362256338
	license	8.498931996552734
	software	8.002805399841737
	our	7.150961925164741
	technology	6.797392469734954
	issues	6.0
	licensing	5.005859415359746
	any	4.014320086138893
	distributor	4.0
	wants	3.9479195074474793
	which	3.805506894518959
	being	3.523368321141936
	would	3.1331595302637116
	into	3.0612691103060152
	royalty	3.0
	partnership	2.997200671067324
	consulting	2.980367636106602
	firm	2.9698906304155974
	agreements	2.946004251381391
	able	2.8299498683373505


LeasingQuestions		1623.5482821199723
	lease	55.239367097133524
	rent	47.156601844812336
	landlord	35.25607374369905
	apartment	18.594011167395035
	property	18.33199618795436
	tenant	17.255822759480548
	notice	16.248474926511076
	owner	15.971474199314805
	new	15.63049621124734
	month	15.293972933666442
	any	13.990548142066611
	our	13.964340464153448
	eviction	13.853463849684287
	deposit	13.655593732679842
